userName,score,at,content
bawah akun,1,2023-12-11 14:51:06,Sering error sekarang. Main liga point tidak bertambah. Setelah senin liga tidak reset. 😭
Redmi Abi,1,2023-12-11 14:12:48,"Terlalu banyak mudaratnya daripada manfaatnya, yg happy jd bete yg bete tambah bete. Mending main langsung drpd ol tp byk yg bkn asli mnsia"
Fajar Mauludin,5,2023-12-11 11:23:10,Bagaiman acara mengganti nama?
Koceng Huantu,5,2023-12-11 09:37:46,"keren, sa suka"
blackIR0N 1,2,2023-12-10 23:02:15,"Permainan tidak berimbang pada pengguna pc vs mobile terletak pada freemove yang delay, saya sarankan nonaktifkan fitur freemove"
Raiyan Fauzan Bakti,5,2023-12-10 21:24:44,wow aplikasi yang sangat menakjubkan
Soedarsono,5,2023-12-10 14:16:49,Bagus. Untuk pengisi waktu.
Alifiandra Adhirajasa,5,2023-12-10 13:11:57,"Game ini bagus,bisa mengasah otak saat sedang bosan atau stress. Ada juga bot yang membantu kita untuk mengasah kemampuan bermain sebelum bermain bersama orang asli"
Ainul Rohmah,5,2023-12-10 11:58:22,sangat menyenangkan dan bisa bermain dengan teman
Abdul Gafar,5,2023-12-10 07:45:15,Baguss bangett
RafaelLikeAll97,5,2023-12-09 23:47:05,"suka banget dengan aplikasi ini, aku harap bisa ditambahkan lagi tema warna papan catur agar lebih bagus"
ishak Ibnu,5,2023-12-09 21:59:37,bagus bgt mantap
Agam Haryono,5,2023-12-09 20:45:47,Bagus banget nih
Yoganata jombang,5,2023-12-09 19:45:25,lumayan buat nambah ilmu pengetahuan tentang cara bermain catur
Khairan Akmal,5,2023-12-09 19:06:09,"Game paling seru Soalnya adu strategi dan kuras pikiran, cocok di mainin saat waktu luang"
RESPECT,1,2023-12-09 17:17:05,Game jelek 30 menit gk ketemu musuh sama sekali padahal baru download
Ashterea,5,2023-12-09 17:15:35,Kok ga bsa chat?
ibrahim tyo2020,5,2023-12-09 15:31:53,"Game catur lebih bagus dari pada catur lain, dan tidak mem buat bosan, klo nak main download bagi yg emang minat catut"
Paulo Ximenes,5,2023-12-09 14:26:22,permainan yang membuat otak panas dingin
Muhammad Nizar Nurrohman,1,2023-12-09 11:54:32,"Ini game benar2 sampah. Fakta 1: Kalo kamu main kalah lebih dari 3 kali berturut maka lawan akan semakin rendah ratingnya, dan itu akan mengurangi poin semakin banyak. Hal itu g berlaku jika kita menang 5 kali berturut. Fakta 2: Game ini hanya cocok untuk di PC untuk katagori catur kilat dan peluru. Sehingga kalo player kilat pakai hp maaf ya, kalian akan merana ketika waktu menipis. Fakta 3: Game ini sistem pembagian player g jelas, berkali2 saya di spam player India, g ada efek apa pun."
faris al-haq,1,2023-12-09 08:13:42,Hanya karena masalah sinyal tiba2 akun ditutup 👎👎👎
Ahmad zen Fauzi,5,2023-12-08 20:55:50,Uraa
Nor Wedi,5,2023-12-08 16:57:39,"Seru, saya yang tdk paham catur jdi hobby catur👍♟️"
Amirul fais,5,2023-12-08 14:39:58,geme ya seru banget coyyy
Aryawan Widodo,5,2023-12-08 14:03:37,Bagus...
Fadhil Haidar Shiddiq,5,2023-12-08 09:10:33,I like Chess
Esa Akbar Alireza,2,2023-12-08 09:04:16,"Mentang-mentang liga saya tinggi, pas mau main online, kok malah gabisa masuk, giliran main yang lain bisa, aneh"
Raka Adzin Banin,1,2023-12-08 08:42:28,Posisi udah +9 eh menitannya berhenti dua duanya
Mail Mail,5,2023-12-08 08:09:15,ISMail Sarona 0909
Fauzil Munawwar,3,2023-12-08 07:03:53,"The game was comfortable to playing, but the matchmaking taking so Long to play chess,"
Cak Rijal,1,2023-12-07 21:27:01,"Ada pemberitahuan untuk di perbarui, setelah di perbarui. Jadi gag bisa main. jaringan selalu gag ada padahal buat buka aplikasi online lainyya bisa. payah"
Benaya Stefanus,1,2023-12-07 21:13:50,"Sinyalnya buruk terus, padahal sinyal wifi bagus banget, ditambah pake kuota juga dikira sinyal jelek padahal kuota 4G sinyal kenceng cuy"
Madara Uciha,1,2023-12-07 20:58:48,Game rusak gak bisa temukan lawan meskipun sudah mencoba selama 1 jam mencari lawan
Heriy Purnomo,1,2023-12-07 20:41:49,"akun tiba"" ga bisa buat main onlinee"
Mahmudin Lex,1,2023-12-07 20:28:51,Bug parah
Eksan koko,1,2023-12-07 20:24:06,"Game buruk rating menipu.. Banyak sekali Bug sangat merugikan player dengan posisi menang. ketika di tinggal kan lama sekali, harus nya otomatis yg meninggal permainan kalah.game ini sangat tidak rekomendasi"
Ridwan Saepuloh,1,2023-12-07 20:19:53,Stuck in my last game.I try to quit game but still will get stuck back.Its so frustating.
Andi Setyo,1,2023-12-07 20:11:44,Freez
Unknown,5,2023-12-07 19:56:03,Good for my brain
edwar (edo),1,2023-12-07 18:00:21,Unfair gaming
Akun google 1,4,2023-12-07 17:35:29,"Gamenya bagus tapi,tolong bikin mode bot vs bot"
Kinara Requel,5,2023-12-07 16:48:56,💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎
Kos,1,2023-12-07 15:29:56,"Game rusak,cape² nge-push rating,pas login akun gua tiba² hilang,daftar kembali pun gak ketemu,rusak², Untuk ke 2 kalinya akun gua hilang lagi,TPI yg ini ada notif akun di nonaktifkan,ini gimn si woyy"
Yully Prabowo yulianto,5,2023-12-07 12:53:02,Tidak ada keluhan
Cholik Maimatulloh,5,2023-12-07 09:32:36,ehehehe
Agisna Albaran,5,2023-12-06 20:14:02,Bjirlah susah bet
Arif Wihananto,1,2023-12-06 19:11:39,"Kalau musuh bisa afk lama , klok kita afk 15 detik langsung suren otomatis Ga adil"
Jatnika Moh,4,2023-12-06 18:48:44,tambah strategi utk main lebih cepat menang
Muhammad Alif Abdul Fattah,5,2023-12-06 15:04:22,keren untuk mendalami catur
Slamet Darmanto,1,2023-12-06 11:39:37,Semakin buruk... Saya sarankan jangan pernah mendownload game ini. Bidaknya baru di pencet sudah gerak sendiri.
Alfaris 099,1,2023-12-06 10:26:20,"The game is not clear, my account called Ardiansyah 07 has been closed by this application because I don't use cheats, I just play purely"
Ozora Tandilondong,5,2023-12-06 09:29:51,sangat melatih otak direkomendasikan 100% (untuk yg pintar)
Simeon Verdial,5,2023-12-05 18:25:36,Gem ini enak seperti makanan
Muhammad Azriel 18,5,2023-12-05 17:34:56,terbaik bagi saya
Ferry Jarred,3,2023-12-05 16:48:55,Pada saat mau menang koq suka slip ya..??ini online beneran apa machine??
Abdul Azis,4,2023-12-05 14:40:29,"Aplikasi chess online yang bagus tapi terkadang sering terkendala dalam jaringan, lama mencari permainan baru, selebih oke aja sih.."
Giska Valentine,1,2023-12-05 00:50:31,"Tadi saya lagi main catur online terus tiba² keluar sendiri, pas coba masuk lagi gabisa akunnya juga ikut keluar,saya coba update tapi tetep aja gabisa pas login gabisa ada tulisannya akun dinonaktifkan, kenapa gitu ya, tolong dong bantuannya"
Mannang,4,2023-12-04 23:51:00,cukup bagus hanya iklan sangat menggangu
Karti,5,2023-12-04 19:43:03,apik nemen game iki
Syaffa Athallah,5,2023-12-04 16:50:35,catur yang sangat bagus
Jafar Bagu,5,2023-12-04 15:33:25,Pokokknya keren
Dede Wheheh,4,2023-12-04 13:31:03,"Okey cukup bagus, sekarang sdh mulai lancar dan lebih sedikit bug, semoga kedepannya lebih baik lagi."
Faiq Faturrahman,5,2023-12-04 00:19:43,"permainan ini seru banget mengasa otak saya dalam bermain , strategi yang menatang para pemain di game ini dan para pemain bisa lawan musuh di berbagai negara pokoknya seru deh"
Kabul Xd,1,2023-12-03 22:11:58,"Kenapa akun saya dinonaktifkan, saya tidak memakai kecurangan apapun :("
samuel seleky,5,2023-12-03 17:19:20,🔥🔥🔥🔥🔥👍👍
Nayfa Azahra,2,2023-12-03 14:48:42,Game nya seru tetapi mengapa rajanya tidak bisa dibunuh padahal saya sudah dapat banyak kesempatan untuk membunuh rajanya tolong di perbaikan
Ruru Kunoichi,4,2023-12-03 13:08:12,terkadang player menunda sampai waktu habis karena tahu kalau sudah mau kalah
Marlina Lina,5,2023-12-03 09:51:31,"Bagus gamenya!! Tapi ada satu yang saya tidak sukai, karena saya selalu dihadapkan pemain jago setiap saya akan naik rank. Jadi mohon di kasih keringanan ya"
Arsya,5,2023-12-02 08:57:54,"i either get 2 brain cells or lose 2 brain cells, each time i play this"
Aslam Syauqi,5,2023-12-01 21:44:51,kakoiiii
Syarif X Yip,4,2023-12-01 21:40:44,"bagus sih tapi buat player yg kurang mampu agak kurang sih kalau memang serius ingin belajar catur soalnya ada beberapa batasan pada ulasan untuk f2p alias player gratisan kalo untuk have fun sih seru,ada minigame puzzle jg"
Bustamil Arifin,5,2023-12-01 21:16:46,catur mantap no tipu2
I Gede Agung Brahmantha Wibawa,5,2023-12-01 20:43:53,"nice game, way too easy (im losing 20 match in a row)"
mumud,4,2023-12-01 18:35:29,tolong tong perbaiki jika ada pemain menunda terlalu lama. sangsinya tidak bisa di buka 3hari
Proo Player,3,2023-12-01 18:33:13,"saya selalu bermain jujur, tapi kenapa anda menutup akun kami?"
Alexander Panorangi Pakpahan,4,2023-12-01 18:04:09,main catur melawan dari berbagai Negara. oke banget sih
Barika Hablya,5,2023-12-01 11:06:28,"mantap banget, keren bisa main sama temen"
Prastyawanto SE,5,2023-12-01 02:18:09,"Siiplah, saran tambahkan menu papan catur kosong yang bisa di edit bidaknya buat analisa langkah... tank's"
Jefri hendra,4,2023-11-30 23:17:41,"saya ada bug, setelah menang, trofi tidak bertambah whyy ????????"
Mario T,1,2023-11-30 21:02:09,Gajelas ngasih musuhnya ga sesuai tingkat
Safari Sanjaya Saputra,3,2023-11-30 20:08:58,Kadang kadang eror...lawannya
Gula Manis,5,2023-11-30 14:10:19,"catur nya asik bisa cari lawan rendom., banyak trik-trik yang di ajarkan dan masih banyak lagi pokok nya keren deh ni game walau cuma game catur"
Ilen Say,5,2023-11-30 11:59:22,Very good
Agus Aldi,1,2023-11-30 01:24:32,Game apa ini pas ngelag bentar terus di hubungin lagi ke data malah terusan ngelag kan jadi kalah pas maen tuololll game tuololll
Robby Haryono,5,2023-11-29 19:22:33,this app is really helping me of improving my chess skill
Ahmad Fauzi,5,2023-11-29 18:11:39,Sangat bagus.. Salam sehat sllu para pecaturanga seluruh dunia. Dan indonesia
Noval,4,2023-11-29 16:35:44,"bagus, kita bisa belajar serta mengoreksi kesalahan dalam bermain catur, ditambah teka teki harian membuat otak kita semakin terasah dengan baik"
juan situmorang,1,2023-11-29 16:33:59,sangat BURUK... tampilan di game Web jauh Lebih Menarik....
AR 12,1,2023-11-29 00:41:18,"Hello min,,, kenapa user banyak menggunakan bot, alias curang"
Pewira actually,5,2023-11-28 22:08:04,Best apk
Gun Arto,5,2023-11-28 17:58:58,konsentrasi
hiro,5,2023-11-28 12:24:16,disini bisa main sama teman serunya pake banget intinya harus dowload deh 😆
Kukuh Witjaksono,1,2023-11-28 08:59:26,Game apa ? Koneksi bagus tau2 ada ket menunggu menyerah otomatis dan nilai di potong 10..game gak bermutu
Catz Minyak,3,2023-11-28 00:09:23,Pembatalan otomatis di mode kilat 1 menit sajalah.
Maghfira Azzula syalwa,5,2023-11-27 18:51:10,Good play
M iqfar Viantara,2,2023-11-27 01:03:38,"What the hack, I just played after updating about 7x and my account disappeared, please fix the account problem. My ELO rating and my friends are all there"
Agus Rukmana,5,2023-11-26 23:20:50,"asah otak praktis, thanks"
dMaasss,3,2023-11-26 22:35:34,"Masih banyak yang belum di terjemah ke Bahasa Indonesia, update kedepan semoga di perlengkap lagi terjemahan bahasa nya"
Naura Awindya,3,2023-11-26 17:54:03,lawan nyaot bot
RestuIJ,3,2023-11-26 15:07:35,Gangguan pada jaringan sering kali terjadi padahal di aplikasi lain lancar saya menduga ini adalah kecurangan ntah itu dari pihak lawan ataupun pada aplikasinya mohon untuk lebih di perhatikan karna bisa merugikan pemain
piece one,3,2023-11-26 06:53:52,Sinyal hilang timbul bikin kalah jijik bnget
Ridwan Exe,5,2023-11-25 14:43:29,Wih updatenya keren
Jass hujan,3,2023-11-25 08:28:42,"Saya bermain untuk menaikan poin, agar saya bisa naik ke liga berikutnya kok pointnya tidak berubah ya? Mohon penjelasannya Rincian Rapid 5 win : 75 Blitz 3 win : 27 Total 102 Tapi poin di liga hanya 63 mohon terimakasih 🙏"
Galang Radiqsaragi,1,2023-11-25 00:00:04,Akun saya tiba² di nonaktifkan padahal saya tidak menggunakan cheat
Mansur,5,2023-11-24 21:43:34,Saya pas menang sekali langsung dikasih 100elo lebih tinggi dari saya misalnya saya 400elo musuh saya 500elo
Glaceon•IceVee17,5,2023-11-24 18:31:33,"Game Caturnya Keren, lengkap ada tutorial panduan, tantangan, VS player dan CPU, bisa main dengan teman, hingga ranking dan info penjelasan setelah match selesai dll. Kren kren :D"
Shopee Dua,1,2023-11-24 13:27:45,"Apk aneh, akun saya diblokir/dibanned dengan tuduhan bermain curang. Padahal saya bermain jujur. Lebih aneh lagi ketika saya mencoba mengajukan banding dengan cara membalas emailnya, hasilnya juga sama pesan email saya giliran di blokir. OTORITER ini aplikasi 👎"
Cecep taryana,2,2023-11-24 13:04:19,Gw suka apk ini tapi aneh ketika gw menang dan udah jalan beberapa langkah malah bisa di batalkan sungguh mengecewakan
Anas Nasihin,5,2023-11-24 12:55:31,Bisa bermain dan belajar
Murofah,5,2023-11-24 10:02:01,good game.. forever thingking
Wahyu Simamora,4,2023-11-23 20:15:55,mantap kali
WRECKER DAMASTY,5,2023-11-23 18:04:49,asik banget ini catur yang viral itu di fb short sama youtube short
RikoMaster87,1,2023-11-23 14:37:24,ELO saya turun dri 1426 ke 700 game tolol
Fahrur Fahrur,1,2023-11-22 21:56:35,Kurang seru sih
Putra Hamdani,5,2023-11-22 19:06:37,Wow Awesome
Suwarde Lambehe,5,2023-11-22 13:07:08,dapat banyak belajar teori tentang catur sangat bagus untuk pemula
Wijaya Raden simbangan,5,2023-11-21 22:05:59,sangat membantu mengembangkan permainan untuk lebih baik lagi
SIGIT BUDI SANTOSA,5,2023-11-21 18:35:20,Sarana refresing yang mendidik saat nyantai
AA Riez Zalfa,1,2023-11-20 22:04:04,"Banyak cheater, bolak balik dicurangi... Dilaporkan gak ada tindakan. Masih banyak aja cheaternya"
fikar gaming,5,2023-11-20 18:05:55,Mantap dah.Hay indonesia
Samsung Medan,5,2023-11-20 17:15:43,Hahaha... Bisa tiba tiba akun dinonaktifkan... Kalau menang terusss... ya lawan tandingnya dong yang ditingkatkan... bukan malah mencurigai pemain yang sering menang... apaan sih...
Hate This Channel,5,2023-11-20 16:50:20,i'm become more smart
Abu Muhammad,5,2023-11-20 12:32:15,bikin tegang
Ferry Hermawan,5,2023-11-20 11:38:47,Puas
mulyana Ahmad,2,2023-11-20 10:51:20,Setelah saya update lawan nya gak sepadan jadi kecewa saya update min tolong kembalikan kaya yang dulu lawan nya sepadan lawan seharusnya selisih itu cuma 200 keatas kebawah juga 200 biar sepadan
Edward APL,5,2023-11-19 19:54:30,asik game kesukaan aku. Tuhan Yesus memberkati kalian semua
Mr.Xavier Cloud (Mr.Cloud),5,2023-11-19 15:02:57,Game yang sangat bagus untuk mengatur strategi
Radit AL,5,2023-11-19 14:19:08,jadi lancar atau jago main catur
noval166,3,2023-11-19 11:35:40,Pemilihan musuh yang kurang adil aku masih baru bisa ketemu yang poinnya 300 an
Hsim Asyari,5,2023-11-19 08:54:58,"Translate bahasa, itu saja. Terima kasih"
Radip Tapra,5,2023-11-19 07:40:40,bisa melatih otak dan seru untuk dimainkan bersama teman
Zeke Alvaro,5,2023-11-18 23:27:53,keren dah pokonya
Jalasutra,5,2023-11-18 21:27:31,Bagus kalau bisa yang menang dapat hadiah IDR kayak game gapleh 👍🙏👍
Ardan Gozali,1,2023-11-18 19:54:00,Pendaftaran nya gk jelas terus pas dimasukin buat kata sandinya gk bisa meng game ngawur
Alfi Anugerah,5,2023-11-18 19:44:16,naisuuu
Said Muhammad Yasir,5,2023-11-18 19:10:06,saya suka catur😁🥶🥶🗣🔥🔥🔥
Regie Anugerah,5,2023-11-18 18:57:36,permainan yang menyenangkan
Ellen Setiawan,5,2023-11-18 16:27:12,boss
Fariez Hewit,5,2023-11-18 09:43:20,im like chess
Catur Kilat,5,2023-11-18 06:40:41,permainan nya enak &cepat
sustriyono gareng,5,2023-11-18 01:27:19,Oke banget
ICHAL FOOTBALL,5,2023-11-17 23:29:55,Mantul
John Wayne,1,2023-11-17 22:55:32,BANNED!!
Rizki Renaldi,4,2023-11-17 12:22:32,Ini kepana engga mulai mulai divisi saya..
Yusup Purwanto,5,2023-11-17 09:03:08,Bagus banyak lawan nya
Maulana Hafizh,5,2023-11-16 23:56:32,"bagus, aku cinta magnus carlsen"
Wahyudi Wahyu,1,2023-11-16 15:30:37,Tlg dong apl dbenerin masa behenti dtengah jln seh
Noob gaming,5,2023-11-16 13:06:39,"Sangat bermanfaat,dan tidak ada iklan"
Embong Swatantra,5,2023-11-16 00:52:55,Menambah kemampuan bermain catur tunggal
Dzaki Santoso,5,2023-11-15 19:03:12,game nya bagus aku bisa skakmat semoga aku dapat melawan pemain terkenal catur
Ukir Bagus,5,2023-11-15 19:02:30,game sangat bagus untuk baru belajar catur
Muhammad Rifky Syahid,5,2023-11-15 18:37:41,enggak bisa bahasa Inggris
Meikaluka 's,4,2023-11-15 17:32:07,Kenapa ya setiap menang match cuma nambah sekitar 6-11 elo padahal kawan di club Saya nambah 13 lebih di setiap match elo pun ga beda jauh Saya 470 dia 660 di Blitz. Kalo gini ya susah naikkan rating elo Saya
DG HASAN A,1,2023-11-15 16:38:33,Game jelek
Marselino Moniung,1,2023-11-14 22:04:37,"tolong perbaiki, saya bug yang terjadi di game ini, karena saya tidak dapat bermain dengan teman di dalam catur ini, alasan jaringan padahal jaringan saya baik baik saja"
Fajar Alfito,5,2023-11-14 21:10:16,"so far so good,game favorit"
Santri mbeling,4,2023-11-14 20:32:20,"Awal nya saya suka, setelah saya upgread kok tambh lemot pas main kayak ada yg mainin waktu."
GUNTUR ANUGRAH GHORIZI,3,2023-11-14 17:47:52,Bug waktu terus berjalan tapi perwira gak bisa di gerakin
Ken Dmd,5,2023-11-14 12:28:20,Saya pernah seperti yang BAGIBOLA Indonesia katakan ini Ternyata benar melihat ulasannya game catur ini sangat mengecewakan. Permainan jelas sekali ada kecurangan di game ini. Yang menang bisa menjadi kalah dari kecurangan pemain atau dari sistem yang amburadul. Menit saya bermain 6:31 sedangkan waktu lawan habis dan perwira saya menang kok bisa menjadi kalah!!! Sedangkan internet stabil dan bagus sportnya. 😠😠😠👎👎👎
FAUZI ONO,5,2023-11-13 22:11:26,game ini sesuai dengan yg diinginkan. sangat membantu dalam melatih kemampuan dalam bermain catur. bisa bermain dengan pecatur di dalam maupun di luar negeri
Angga Aria Playlist,1,2023-11-13 20:02:12,Sangat kecewa jaringan stabil tapi tiba-tiba bisa ngelag lebih baik uninstall aja aplikasi nya
Ana Nur,5,2023-11-13 15:39:53,sanggat baik
Kartika Sari,3,2023-11-13 14:58:52,Kenapa akun saya dinonaktifkan?
Oktovianus Tangaran,1,2023-11-13 08:10:40,Masih banyak kekurangan dari game ini
Dodo Dodo,2,2023-11-13 06:27:01,Ada bug yang sangat menganggu
Olih Solihin,5,2023-11-12 19:25:02,good gime
Dharma P,5,2023-11-12 12:42:54,Aku menyukai ini
Mr Hamilton,5,2023-11-12 11:21:19,mantaplah
Erni Purwanti,5,2023-11-12 04:59:18,saya sangat senang dengan game ini
Popong Suryati,2,2023-11-11 23:49:07,"koneksi lancar, tapi setelah in game koneksi gangguan terus yang menyebabkan saya kalah dari banyak pertandingan"
Iwan Sutarwan,5,2023-11-11 21:42:29,utk mencari ilmu olah raga catur disini tempat nya utk menghibur dan mencari strategi dan pengalaman bermain Poko nya ok banget
Sueb Asjar,5,2023-11-11 06:02:09,sangat bagus buat hiburam+nambah pengetahuan maen catur 👍👍
Ad maja (Sury),5,2023-11-11 04:02:00,Mantab joss
Plucky Shark,5,2023-11-10 22:09:56,Its a good chess online game
Lana Luthfi Kisnanda,1,2023-11-10 21:10:58,Game gajelas burik
Asoni Arya Nugraha,5,2023-11-10 20:53:25,"Untuk bahasanya semoga bisa jadi bahasa Indonesia semua sampai ke tutorialnya ,soalnya pasti bakal ngebantu banget buat yang mau belajar"
Ihwan Wan,1,2023-11-10 18:20:32,Sangat² TDK puas..waktu sy Masi sangat banyak sedangkan waktu musuh sisah sedikit tapi kok waktu sy yg habis deluan..👎👎👎👎👎😡😡apk yg sangat buruk
Muhammad Alif,4,2023-11-10 16:49:54,Bagus sih untuk pemula kayak aku
Berkah Nur Hidayat,1,2023-11-10 16:06:01,Pembatalan otomatis..lama tanpa hasil apapun
Megumine,5,2023-11-10 10:27:54,nice tambahin mode Kustom buat latihan
Mukti Ali,5,2023-11-09 03:51:47,main catur sambil ngopi gaess
Andy Gaming,1,2023-11-08 22:02:08,Permainan buruk 👎👎👎👎 slip mouse + kualitas 0
Pengguna Google,5,2023-11-08 21:28:06,Game nya gak ada masalah tpi pemain nya banyak yang sering curang seperti ulaang ulang nyerang raja ngebuat game nya selesai karna pengulangan padahal mau menang ____-
Dony Aditya,5,2023-11-08 20:42:12,sukak
Nurwati Koes Nadi,1,2023-11-08 16:59:51,"Kenapa saya tidak bisa login, padahal dulu akun ku sudah bagus gimana sih??"
Metro Metro,4,2023-11-08 13:50:37,sangat membantu permaianan catur anda
Riga,5,2023-11-08 09:04:32,rame
Anton Hardianto,5,2023-11-08 07:11:22,enak buat belajar
BAGIBOLA Indonesia,1,2023-11-08 02:14:08,Ternyata benar melihat ulasannya game catur ini sangat mengecewakan. Permainan jelas sekali ada kecurangan di game ini. Yang menang bisa menjadi kalah dari kecurangan pemain atau dari sistem yang amburadul. Menit saya bermain 6:31 sedangkan waktu lawan habis dan perwira saya menang kok bisa menjadi kalah!!! Sedangkan internet stabil dan bagus sportnya. 😠😠😠👎👎👎
Vira Amelia,5,2023-11-07 23:13:04,Aplikasi catur paling mantap 👍👍
Rahman Artazi,5,2023-11-07 21:56:06,Gelo bre botnya gak ada obat Btw geme nya bagus juga
Adis ruhiyat,5,2023-11-07 19:43:09,bisa untuk mngisi kesuntukan
rifki,5,2023-11-07 19:10:37,bgs buat belajar
aan aan,2,2023-11-07 18:34:47,Kenapa akun saya di nonaktifkan ??? Terus saya mau buat akun lewat email selalu gagal juga ???
Erickmaulana Maulana,4,2023-11-07 18:30:52,Mntap
Karni Hendrayani,5,2023-11-07 16:49:42,intinya aplikasi ini bagus
Rendy (Scyzho),5,2023-11-07 09:12:25,"Gamenya asik dan juga seru, saya hampir bermain game ini setiap hari dikarenakan sangat seru dan juga menyenangkan. Teman saya juga mencoba gane ini tapi dia sepertinya tidak bisa mengatur strategi."
Harbeni Juli Panumun,3,2023-11-05 21:41:09,Perbaiki lagi...ada bug...saya chat sesama pemain tidak bisa....dan loading mencari musuh setelah bermain..sangat lama.
Deka Arbavi,5,2023-11-05 20:55:16,gem nya mantap. biasa lawan seluruh dunia
Zainal Rafli D,5,2023-11-05 08:11:33,Permainan catur ini membuat kita berfikir dan mengatur strategi kepada lawan. Dan permainan catur ini bisa bermain online dengan negara lain.
Nia Kurnia,5,2023-11-05 04:25:13,Aplikasi bagus recommended
diyan yaan (DIAN ANGGARA),5,2023-11-05 03:15:02,Gems yg menguras otak belakang super keren
Yussa PTP,5,2023-11-04 22:57:28,Sepertinya game ini menambahkan pemikiran otak kita ter hadap kecerdasan 😄👍👍
Muhammad Ilham ulinnuha fadhil,1,2023-11-04 22:55:35,Kenapa panduannya bahasa inggris semua
basor sebastian,5,2023-11-04 11:29:13,bagus buat latihan bagi pemula
Siti Maymanah,5,2023-11-04 10:27:41,🐸
agus yulianto,5,2023-11-04 10:17:25,Sejauh ini bagus dan saya menikmatinya..yg buat kadang kesal hanya kadang lawan suka menggantung permainan ketika dia sudah melakukan kesalahan dan terancam rajanya...kalo emang mau nyerah yudah nyerah aja jgn mengabaikan permainan..jadi buang waktu kita aja..be sportif aja..kalah ya kalah jgn malah mengabaikan permainan...
Isama Laudine76,5,2023-11-03 20:14:30,"Simpel, dan menarik."
kenji aflah,5,2023-11-03 20:00:33,this is a good game to play with family
Tutu Si Beruang Toxic,5,2023-11-03 18:03:07,KNTOL
Jaya Loka,5,2023-11-03 17:39:00,Apik
Gress Gress,5,2023-11-03 16:15:13,terbaik..
coffee tobacco,5,2023-11-03 14:14:33,asik banget
Dandi Joe,5,2023-11-03 13:55:10,Saya masih kurang paham dengan bahasa Inggris saya harap team paham dengan masalah yang saya alami
Adi Safrudin,1,2023-11-03 01:09:22,Bagaimana akun saya bisa di nonaktifkan?
Sultan Sultan,5,2023-11-02 19:05:48,sangat bagus untuk melatih permainan.
Misran Misran,5,2023-11-02 17:29:37,". waktu mau skak mate jaringan ngeleg,, aneh nya sampai 3x berturut turut, pas diposisi kalah, lancar lancar jaya jaringan.. emosi gk , emosi lah.. elo turun bukan karena kalah. Tapi karena permainan sering diabaikan ,"
Pengguna Google,1,2023-11-02 13:25:55,"Game apaan, kok tiba tiba catur nya kembali ke 1 langkah sebelumnya dan setiap saya mau menggerakan budak selalu gak bisa"
Evi Restiani,5,2023-11-02 04:30:52,Apliakasinya sangat bagus. Kalau ada tambahkan fitur hapus percakapan di pesan pasti lengkap semua🙏
RIVAL HERKEL,3,2023-11-01 22:48:22,"kalau sudah banyak match, sering lama dapat lawan"
Rifqi Mamduh,4,2023-11-01 21:55:03,harus banyak up iya
Begimenik Taufik,5,2023-11-01 19:06:58,"Carikan lawan yang seimbang, jangan terlalu jauh elo ratingnya."
Savin,4,2023-11-01 15:37:24,"ada bug pas lawan bot nelson, pion dia ngelakuin hal yg gabisa terjadi di catur, jika berkenan saya bisa menunjukkan bukti video dan saya akan kirim ke email kalian 🙇🏻‍♂️"
Erland Zend,5,2023-11-01 05:59:30,sangat memuaskan untuk mengasah otak
beres ya,5,2023-11-01 05:54:18,saya berlatih catur setiap hari lewat aplikasi ini. itu hobby baru saya
Arsyad Mifdalul ilmi,5,2023-10-31 18:20:23,Bagus dan seru sekali!!!
Zaki Haqiqi,1,2023-10-31 16:34:55,GAME GAJELAS GABISA GORENG GORENG LAWAN!!
David Mujamar,5,2023-10-31 13:40:35,wkwkwkkw ya ya ya ya
Novri Lihawa,4,2023-10-31 11:24:40,"Bagus, aplikasinya sangt baik,,tdk biasa buat curang"
Marcos Llorente,2,2023-10-30 20:47:17,. Game anjenk masa iyk mau kalah malah mengulur waktu Ampe selesai dilaporin malah gk ada tindakan
Billy Aldinof,4,2023-10-30 12:46:12,Beri lawan yang levelnya sepadan disetiap pernainan
Vincent,5,2023-10-30 11:19:35,"Gamenya bagus, tapi ada minusnya, bot nya kyk kntol"
Kas Kasiyono,5,2023-10-30 09:50:12,Sang meng hibur
Argan27 Arganteng2020,5,2023-10-30 00:17:56,Mantap sangat menghibur
Ksatria pasha Maula,5,2023-10-29 23:41:12,Thank you
Anton Kora,5,2023-10-29 21:17:11,Sangat baik untuk meningkatkan kualitas bermain catur dan mencari pecatur muda berbakat. Gems Uno
Jonathan Louis,5,2023-10-29 17:26:39,game catur yang sangat bagus
Yosua Anugrah Nara,5,2023-10-29 12:27:19,asik sekali
BOBA TARO MILK,5,2023-10-29 07:32:20,Gemenya bagus
Mahardo Mulya,1,2023-10-28 23:23:34,Akun ku di non aktif mungkin karena tidak akun premium wkwkwk
Muhamad Fathir fadilah,1,2023-10-28 21:07:14,Lag mulu
Kayla Fadhila,4,2023-10-28 19:29:35,"Aplikasinya sudah bagus , tetapi jika saya melawan bot dan sudah 70 langkah lebih pasti nge frame , tolong diperbaiki"
moecchi,5,2023-10-28 19:11:11,Saya sangat menginginkan ada fitur panah prediksi seperti Hikaru mirip yang ada di computer
